FUSSGAENGE,EINBAHN,RADSTREIFE,ONEWAY_FT,ONEWAY_TF,HOEHE_ANFA,HOEHE_ENDE,RADWEG,LOKALISATI,VELOWEGE_M,SHAPE_Leng,ID
1,0,0,0,0,452.02778000000,450.12261000000,0,Pappelstrasse,1,35.77313499120,1162
0,0,0,0,0,440.22606581000,440.36125559000,0,Ausserdorfstrasse,1,33.98296723250,1163
1,0,0,0,0,452.16506500000,449.75631500000,0,Felsenrainstrasse,0,104.92147311500,1164
0,0,0,0,0,411.24631500000,411.58897429000,0,Wengistrasse,0,79.04591037750,1165
0,0,0,0,0,485.79993941000,488.63644437000,0,Kapfstrasse,0,94.58984418370,1166
1,0,0,0,0,441.22031667000,447.89491787000,0,Bernhard-Jaeggi-Weg,0,206.45570333700,1167
1,0,0,0,0,450.76877750000,453.68969750000,0,Waserstrasse,1,42.18974243490,1168
0,0,0,0,0,439.95701219000,439.89291937000,0,Regina-KÃ¤gi-Strasse,0,40.60080996450,1169
1,FT,0,0,1,480.07279413000,480.17371971000,0,WestbÃ¼hlstrasse,0,8.32135898636,1170
1,0,0,0,0,455.04689000000,455.07446100000,0,Holderbachwiese,0,97.39381286430,1171
0,0,0,0,0,403.33173125000,403.49055940000,0,Rudenzweg,0,3.85092734593,1172
0,0,0,0,0,488.63644437000,489.81272800000,0,Kapfstrasse,0,212.37721384500,1173
1,0,0,0,0,409.59632828000,410.85627718000,0,Heimatstrasse,0,117.95810763600,1174
0,0,TF,0,0,456.97142500000,459.43015423000,0,Seminarstrasse,1,90.50632863120,1175
1,0,0,0,0,455.15465233000,455.00616000000,0,Emil-Spillmann-Weg,1,109.16061770900,1176
0,0,0,0,0,409.69477788000,409.28624556000,0,Edelweissstrasse,0,102.15893448200,1177
1,0,0,0,0,444.87416667000,445.77622145000,0,Magdalenenstrasse,0,46.99366413120,1178
1,0,0,0,0,446.11398143000,446.15830097000,0,HÃ¼rstholzstrasse,0,45.83037350850,1179
0,0,0,0,0,409.69477788000,409.71446217000,0,SchneeglÃ¶ggliweg,0,4.41845932988,1180
0,0,0,0,0,459.10386100000,459.43015423000,0,FÃ¼rstweg,0,5.96791757849,1181
1,0,0,0,0,414.99966425000,414.99952423000,0,Delphinstrasse,0,54.33203253410,1182
1,0,0,0,0,450.16231788000,450.82006650000,0,Ulrichstrasse,0,35.56099353460,1183
0,FT,0,0,1,451.79194438000,451.14926825000,0,Waserstrasse,1,44.30758640770,1184
0,TF,0,1,0,425.82071316000,422.95070214000,0,Kyburgstrasse,0,54.50594890390,1185
0,0,0,0,0,470.29787063000,470.30897431000,0,Tuschgenweg,0,4.76239132236,1186
1,TF,0,1,0,412.74991467000,413.74899129000,0,Kieselgasse,0,89.15776859270,1187
1,FT,0,0,1,454.27273964000,456.25273917000,0,Lilienstrasse,0,40.84980664950,1188
0,0,0,0,0,456.97142500000,457.37387000000,0,Laubiweg,0,4.33110000357,1189
0,0,0,0,0,409.26417846000,409.15432889000,0,Edelweissstrasse,0,13.16998934000,1190
1,0,0,0,0,411.25692308000,411.94550117000,0,Stadelhoferstrasse,1,32.12916897300,1191
0,0,0,0,0,439.68823294000,439.95701219000,0,Regina-KÃ¤gi-Strasse,0,38.49767902980,1192
1,0,0,0,0,470.04727400000,473.13014250000,0,Hirslanderstrasse,0,22.76228208060,1193
1,0,0,0,0,488.31962000000,489.12094625000,0,HurdÃ¤ckerstrasse,0,24.59593421550,1194
0,0,0,0,0,415.80075625000,415.34116250000,0,Rotachstrasse,1,54.33663710220,1195
1,0,0,0,0,478.03140046000,481.48751866000,0,Kleinalbis,0,175.08938359500,1196
0,0,0,0,0,456.92167917000,456.97142500000,0,Laubiweg,0,4.58387686249,1197
1,0,0,0,0,452.33387673000,452.40370107000,0,Weidmannstrasse,0,10.45794674000,1198
0,0,0,0,0,405.11677951000,404.84500000000,0,Gasometerstrasse,1,108.27385232500,1199
1,0,0,0,0,410.93113000000,411.25692308000,0,Stadelhoferstrasse,1,28.24975625270,1200
1,0,0,0,0,415.67639842000,416.08358981000,0,Ginsterweg,1,20.08016386200,1201
1,0,0,0,0,404.99931846000,405.01056750000,0,Rudenzweg,0,4.45669632284,1202
0,0,0,0,0,404.82752500000,404.87876000000,0,Quellenstrasse,0,90.07436558860,1203
0,0,0,0,0,473.64859625000,474.91378000000,0,Zeppelinstrasse,1,55.96472632020,1204
1,0,0,0,0,451.04904256000,451.17850079000,0,Hedwigstrasse,0,44.31487791580,1205
0,FT,0,0,1,416.14306219000,413.78749042000,0,Holzgasse,1,55.68832099190,1206
0,0,0,0,0,408.74123892000,408.72363018000,0,Schweizergasse,1,58.38207661040,1207
0,0,0,0,0,410.33046265000,410.05334000000,0,Anwandstrasse,0,68.73414066850,1208
1,0,0,0,0,472.14326844000,474.49494000000,0,Schlatterweg,0,87.55835329390,1209
1,0,0,0,0,451.48565750000,451.48254846000,0,Emil-Spillmann-Weg,1,47.24147611000,1210
0,0,0,0,0,410.04333471000,409.94648625000,0,Bullingerplatz,1,49.54378333310,1211
1,0,0,0,0,451.26982110000,450.75959207000,0,Heinrich-Wolff-Strasse,0,173.23328207800,1212
1,0,0,0,0,463.33526000000,466.49426000000,0,Laubiweg,0,28.18603527650,1213
1,0,0,0,0,457.86309375000,454.26220743000,0,Jakob-Peter-Weg,0,181.57358191800,1214
0,0,0,0,0,404.87876000000,404.52502950000,0,Quellenstrasse,0,139.76353766300,1215
0,0,0,0,0,474.91378000000,476.17894712000,0,Zeppelinstrasse,1,56.02541845350,1216
1,0,0,0,0,452.44886242000,452.91777293000,0,Immenweg 10,0,39.52586518920,1217
0,0,0,0,0,432.61535733000,436.81342500000,0,Tulpenweg,0,156.31368872200,1218
0,FT,0,0,1,405.37843583000,405.12395214000,0,Luisenstrasse,0,91.87747889030,1219
1,0,0,0,0,483.04030786000,482.95970000000,0,Rigiplatz,1,41.62620619680,1220
1,0,0,0,0,403.49055940000,404.65636333000,0,Rudenzweg,0,112.04991526100,1221
0,0,0,0,0,441.86516329000,441.88765796000,0,Schulstrasse,1,58.20812534310,1222
0,0,0,0,0,447.89491787000,447.94824167000,0,Bernhard-Jaeggi-Weg,0,5.76326456634,1223
1,0,0,0,0,417.26429433000,420.88213090000,0,Liebensteinstrasse,0,100.53100420200,1224
0,0,0,0,0,442.01324038000,442.03408000000,0,Edisonstrasse,1,48.48809978800,1225
0,0,0,0,0,405.37843583000,405.11677951000,0,Josefstrasse,0,61.06760868390,1226
0,FT,0,0,1,434.77962590000,434.66181434000,0,Saatlenstrasse,1,19.28724456780,1227
1,0,0,0,0,517.17870000000,502.98275643000,0,In der Hub 10,0,79.14507548310,1228
0,TF,0,1,0,402.37985274000,402.34131500000,0,Technoparkstrasse Trottoir links,0,41.55285837460,1229
1,0,0,0,0,402.82864000000,402.55363000000,0,Turbinenplatz,0,91.33995684240,1230
0,0,0,0,0,409.94648625000,409.64925200000,0,Bullingerplatz,1,31.33448334830,1231
1,0,0,0,0,435.88637530000,427.00468208000,0,HÃ¼gelstrasse,0,288.93900369500,1232
0,0,0,0,0,491.80376050000,493.38702300000,0,Huttenstrasse,0,198.96726058500,1233
1,0,0,0,0,414.97801400000,413.41056900000,0,Sihlamtsstrasse 20,1,30.25777893820,1234
0,0,0,0,0,440.13426375000,437.93355139000,0,Ausserdorfstrasse,1,33.61252995650,1235
0,0,0,0,0,449.75631500000,448.36482073000,0,Felsenrainstrasse,0,88.78157130780,1236
1,0,0,0,0,465.94414000000,465.86961175000,0,Brunnwiesenstrasse,1,19.97201785790,1237
0,0,0,0,0,411.34909850000,413.14599036000,0,Stampfenbrunnenstrasse,1,67.70825312400,1238
1,0,0,0,0,453.46052317000,454.27273964000,0,Lilienstrasse,0,16.98376312570,1239
1,0,0,0,0,416.33301036000,416.80470713000,0,Ginsterstrasse,0,29.19903093860,1240
1,0,0,0,0,516.54342180000,528.30344050000,0,In der Hub 110,0,139.79055422400,1241
0,0,0,0,0,411.77246611000,411.71529000000,0,KÃ¶chlistrasse,0,194.19862532900,1242
0,0,0,0,0,472.59000517000,473.64859625000,0,Zeppelinstrasse,1,34.84027161200,1243
1,0,0,0,0,466.49426000000,469.76436215000,0,Laubiweg,0,30.83520548800,1244
1,0,0,0,0,432.44619767000,441.01028119000,0,Eyhof,0,228.16999954400,1245
1,0,0,0,0,486.17580577000,488.31962000000,0,Hauswiesenweg,0,39.01737861360,1246
1,0,0,0,0,462.54555965000,462.12600737000,0,Einfangstrasse,1,56.34874169310,1247
0,0,0,0,0,409.16183083000,407.81669438000,0,Sihlfeldstrasse,1,156.49556203000,1248
1,0,0,0,0,462.12600737000,461.92862967000,0,Einfangstrasse,1,49.58561135640,1249
0,0,0,0,0,479.61679000000,480.87230875000,0,MÃ¼hlehalde,0,69.96156805860,1250
0,FT,0,0,1,408.72363018000,408.50007636000,0,Lintheschergasse,1,28.76938035130,1251
1,0,0,0,0,477.83336900000,474.96953850000,0,Kleinalbis,0,176.17152856800,1252
1,0,0,0,0,409.10596386000,410.18490835000,0,Eigenstrasse,0,107.60528081300,1253
1,0,0,0,0,455.68380000000,455.21863333000,0,Emil-Spillmann-Weg,1,119.28278947200,1254
0,0,0,0,0,465.86961175000,467.05181214000,0,Brunnwiesenstrasse,1,272.91754661000,1255
0,0,0,0,0,434.17338286000,434.07512000000,0,Tulpenstrasse,1,33.71331776610,1256
1,0,0,0,0,449.67635433000,452.74764250000,0,Staffelhof,0,36.35595981930,1257
0,0,0,0,0,404.99931846000,403.33173125000,0,Grundstrasse,0,85.73438623630,1258
1,0,0,0,0,489.21224790000,487.24840567000,0,Kleinalbis,0,171.00230266100,1259
1,0,0,0,0,440.21250839000,441.56986383000,0,Bocklerstrasse,1,34.57058744900,1260
1,0,0,0,0,414.99952423000,418.14017812000,0,Wagnergasse,0,54.71106443360,1261
0,FT,0,0,1,478.34553555000,478.05416667000,0,Georg-Baumberger-Weg,0,37.98587016680,1262
0,0,0,0,0,473.13014250000,478.63849333000,0,Hirslanderstrasse,0,126.11909731800,1263
0,0,0,0,0,441.56986383000,445.29697650000,0,Bocklerstrasse,1,101.27885663900,1264
0,TF,0,1,0,442.93414667000,442.03408000000,0,Nansenstrasse,0,98.76776936000,1265
1,0,0,0,0,409.71446217000,410.18431786000,0,SchneeglÃ¶ggliweg,0,77.08707717010,1266
1,0,0,0,0,409.29211263000,409.36345115000,0,Gladiolenweg,0,131.27531964600,1267
1,TF,0,1,0,473.91432615000,482.10486167000,0,OstbÃ¼hlstrasse,0,232.60018861800,1268
0,FT,0,0,1,457.74634000000,459.08164667000,0,Veilchenstrasse,0,36.53673565930,1269
0,0,0,0,0,461.96580800000,461.50033818000,0,Jakob-Peter-Weg / Friesenbergstrasse 10,0,40.10273568340,1270
0,0,0,0,0,465.12295500000,465.15074117000,0,Farenweg,0,19.41372270200,1271
0,0,0,0,0,442.74963250000,442.51291778000,0,Edisonstrasse,1,29.16533884120,1272
0,0,0,0,0,487.24840567000,487.20061167000,0,Kleinalbis,0,4.09164022160,1273
1,0,0,0,0,405.12265100000,404.65636333000,0,Rudenzweg,0,63.61297764970,1274
0,0,0,0,0,460.79050976000,456.01024000000,0,Maienstrasse,0,70.85887579600,1275
1,0,0,0,0,455.14205333000,455.21863333000,0,Dora-Staudinger-Strasse,0,10.97613395750,1276
0,0,0,0,0,409.64925200000,409.16121229000,0,Bullingerstrasse,1,148.15136072700,1277
1,0,0,0,0,445.40564250000,446.11398143000,0,HÃ¼rstringstrasse,0,244.95466147500,1278
1,0,0,0,0,402.90488983000,402.85717931000,0,Giessereistrasse Trottoir rechts,0,7.32152032126,1279
1,0,0,0,0,450.23758178000,452.33387673000,0,Weidmannstrasse,0,165.79885469600,1280
1,0,0,0,0,440.36125559000,440.13426375000,0,Ausserdorfstrasse,1,126.33672443400,1281
1,0,0,0,0,399.05764450000,402.67940200000,0,Technoparkstrasse,1,107.45667078400,1282
0,TF,0,1,0,417.16218500000,417.13611606000,0,Ginsterstrasse,0,110.03906544200,1283
1,0,0,0,0,468.53997475000,469.22185100000,0,Wachterweg,0,46.53243327370,1284
1,0,0,0,0,454.26788550000,454.40290833000,0,Pappelstrasse,1,33.42875180970,1285
1,0,0,0,0,469.67718702000,470.11886239000,0,Wachterweg,0,32.63381076440,1286
0,0,0,0,0,434.01397353000,437.93355139000,0,Hertensteinstrasse,1,74.16590473550,1287
0,0,0,0,0,406.41322315000,404.99931846000,0,Grundstrasse,0,123.26313228000,1288
1,0,0,0,0,405.19209500000,405.12265100000,0,Rudenzweg,0,7.73106402857,1289
1,FT,0,0,1,480.17371971000,484.04850244000,0,WestbÃ¼hlstrasse,0,190.19131067200,1290
1,0,0,0,0,516.12503967000,516.54342180000,0,In der Hub,0,90.20311779740,1291
1,0,0,0,0,421.96549956000,418.97389590000,0,Leonhard-Ragaz-Weg,0,110.88188660200,1292
0,0,0,0,0,399.87503125000,399.05764450000,0,Technoparkstrasse,1,7.29175325881,1293
0,TF,0,1,0,422.95070214000,418.13701048000,0,Kyburgstrasse,0,86.57264048820,1294
0,0,0,0,0,407.88117897000,407.94546857000,0,SchÃ¼tzengasse,0,60.91420662210,1295
0,0,0,0,0,416.90588820000,416.28073310000,0,Rotachstrasse,1,127.45901084500,1296
1,0,0,0,0,409.59632828000,409.10596386000,0,Eigenstrasse,0,38.49005516240,1297
1,0,0,0,0,408.06130185000,409.28950288000,0,Cyklamenweg,0,180.32372586400,1298
0,TF,0,1,0,449.98781566000,451.14926825000,0,Wendeschlaufe Burgwies,0,115.64149758500,1299
0,0,0,0,0,404.71618667000,405.16054054000,0,Motorenstrasse,0,126.55173449900,1300
0,0,0,0,0,409.14156700000,409.28624556000,0,Campanellaweg,0,7.38404851214,1301
1,FT,0,0,1,478.49567094000,478.34553555000,0,Georg-Baumberger-Weg,0,130.59715925900,1302
0,0,0,0,0,443.86603962000,444.87416667000,0,Magdalenenstrasse,0,62.49745277280,1303
0,0,0,0,0,453.56065875000,452.38247629000,0,Maienstrasse,0,46.11422741060,1304
0,0,0,0,0,409.47644063000,417.64720438000,0,Schanzengasse,1,71.61072277680,1305
0,0,0,0,0,475.65362097000,477.93276667000,0,Frauentalweg,0,39.97644408010,1306
1,0,0,0,0,451.48254846000,449.90576337000,0,Emil-Spillmann-Weg,0,78.00431211830,1307
1,0,0,0,0,484.85773842000,482.10486167000,0,"Hornhaldenstrasse, Kilchberg",0,56.68391217930,1308
0,0,0,0,0,435.19028167000,435.49195950000,0,Schwamendingerplatz,1,16.14457595950,1309
0,0,0,0,0,439.95701219000,439.86633214000,0,Regina-KÃ¤gi-Hof,0,4.76959614693,1310
1,0,0,0,0,439.14049000000,441.00384500000,0,Lureiweg,0,54.63404127530,1311
1,0,0,0,0,484.26396508000,486.67904200000,0,Kleinalbis,0,172.34118344500,1312
1,0,0,0,0,414.86080500000,416.38464650000,0,Freigutstrasse 110,0,5.38164678921,1313
1,0,0,0,0,482.10486167000,478.07757969000,0,"Hornhaldenstrasse, Kilchberg",0,42.16163647290,1314
0,0,0,0,0,436.83965750000,440.22606713000,0,Am Katzenbach / Ausserdorfstrasse 20,0,78.10991229290,1315
0,0,0,0,0,460.89709315000,460.89312983000,0,Farenweg,0,14.93146717340,1316
1,0,0,0,0,408.35852698000,409.66836315000,0,SchneeglÃ¶ggliweg,0,144.78228993100,1317
1,TF,0,1,0,442.91200000000,451.22336223000,0,Bruderwies,0,91.32926673280,1318
0,0,0,0,0,410.25404000000,409.85159733000,0,Zypressenstrasse,1,54.85845616150,1319
1,0,0,0,0,409.28950288000,409.26417846000,0,Cyklamenweg,0,4.14069764536,1320
0,0,0,0,0,461.92862967000,461.84414250000,0,Einfangstrasse,1,4.83477711671,1321
0,0,0,0,0,413.59163071000,414.26288341000,0,GrÃ¼tstrasse,1,44.68308027010,1322
1,0,0,0,0,402.67940200000,402.23954404000,0,Technoparkstrasse,1,75.58374098520,1323
0,FT,0,0,1,425.82071316000,425.31629750000,0,Zeunerstrasse,0,68.85595134960,1324
1,0,0,0,0,405.01056750000,404.65636333000,0,Rudenzweg,0,53.42434660260,1325
1,0,0,0,0,469.22185100000,469.26925845000,0,Wachterweg,0,6.24896153399,1326
0,0,0,0,0,486.13789643000,486.17580577000,0,Hauswiesenweg,0,13.56320443000,1327
1,0,0,0,0,448.95738263000,449.67635433000,0,Staffelhof,0,6.99877445287,1328
1,0,0,0,0,450.12261000000,455.50850281000,0,Margaretenweg,1,136.95252926000,1329
0,0,0,0,0,477.93276667000,477.97212400000,0,Langweid,0,6.53370900640,1330
0,0,0,0,0,410.71454905000,410.33046265000,0,Engelstrasse,0,64.32310086150,1331
1,0,0,0,0,452.40370107000,450.84676864000,0,Emil-Spillmann-Weg,1,177.08619153600,1332
0,0,0,0,0,405.18730022000,405.11677951000,0,Gasometerstrasse,1,103.20414697800,1333
1,0,0,0,0,437.94185923000,440.21250839000,0,Bocklerstrasse,1,70.35583809240,1334
1,0,0,0,0,453.68969750000,465.02208500000,0,Waserstrasse,1,71.76124220200,1335
0,0,0,0,0,413.55504350000,413.78749042000,0,Sihlamtsstrasse,1,64.07194137910,1336
1,0,0,0,0,450.52125350000,454.96297750000,0,Nettie-Sutro-Strasse,0,163.39760063600,1337
1,0,0,0,0,402.25993800000,402.27529200000,0,Technoparkstrasse / Hardturmstrasse / Giessereistrasse 10,0,47.82122829580,1338
0,FT,0,0,1,488.27115833000,491.80376050000,0,Huttenstrasse,1,102.56243196500,1339
1,0,0,0,0,446.98175631000,448.95738263000,0,Staffelhof,0,23.33280797140,1340
0,FT,0,0,1,481.61924167000,476.48601857000,0,Stolzestrasse,0,112.22815727800,1341
0,0,0,0,0,476.89603333000,477.44527042000,0,StÃ¼ssistrasse,0,15.74080985390,1342
1,0,0,0,0,455.35309480000,456.01024000000,0,Immenweg,0,72.86229607770,1343
0,0,0,0,0,437.26094000000,437.94185923000,0,Bocklerstrasse,1,31.14259073810,1344
0,0,0,0,0,415.08200741000,416.28073310000,0,Gertrudstrasse,0,119.41444431300,1345
1,0,0,0,0,453.41207429000,459.10386100000,0,FÃ¼rstweg,0,56.91340421660,1346
1,0,0,0,0,516.54342180000,517.17870000000,0,In der Hub,0,145.81123611500,1347
1,0,0,0,0,435.49878886000,435.49195950000,0,Schwamendingerplatz,0,6.34218561108,1348
1,0,0,0,0,455.21863333000,455.15465233000,0,Emil-Spillmann-Weg,1,111.05118648200,1349
1,0,0,0,0,450.66995483000,451.17537500000,0,Michael-Maggi-Strasse,0,171.49464535800,1350
1,0,0,0,0,429.22049500000,430.27837760000,0,Burriweg,0,135.02023027100,1351
0,0,0,0,0,445.77622145000,446.80696231000,0,Magdalenenstrasse,0,40.66228089320,1352
0,0,0,0,0,482.95970000000,486.95619841000,0,Culmannstrasse,1,87.62608752560,1353
1,0,0,0,0,434.07512000000,434.37086667000,0,Tulpenstrasse,1,123.61589359400,1354
0,0,0,0,0,479.67313143000,479.67946500000,0,Langweid,0,2.94989478435,1355
1,0,0,0,0,439.66110550000,439.86633214000,0,Regina-KÃ¤gi-Hof,0,15.94690908380,1356
0,0,0,0,0,408.72363018000,408.29112611000,0,Schweizergasse,1,75.26537100420,1357
0,0,0,0,0,421.47649889000,425.82071316000,0,Zeunerstrasse,0,108.80896410100,1358
1,0,0,0,0,440.24860579000,440.09670842000,0,Regina-KÃ¤gi-Hof,0,2.94461355684,1359
0,TF,0,1,0,472.84455769000,473.38512535000,0,OstbÃ¼hlstrasse,0,25.40842438930,1360
0,0,0,0,0,456.75844750000,457.74634000000,0,HÃ¶lderlinstrasse,0,24.08356609910,1361
1,0,0,0,0,417.00393750000,421.59105970000,0,GrÃ¼tstrasse,0,142.46397372700,1362
1,0,0,0,0,482.95970000000,484.49736020000,0,Rigiplatz,0,17.44520242590,1363
1,0,0,0,0,487.38158850000,488.45320038000,0,HurdÃ¤ckerstrasse / Hauswiesenstrasse 10,0,48.75952328250,1364
1,TF,0,1,0,473.38512535000,473.91432615000,0,OstbÃ¼hlstrasse,0,16.21564331500,1365
1,0,0,0,0,414.07658800000,414.97801400000,0,Sihlamtsstrasse,1,35.66438484460,1366
1,0,0,0,0,466.03942079000,465.94414000000,0,Brunnwiesenstrasse,1,26.61334533430,1367
1,0,0,0,0,427.81324312000,429.27949750000,0,Gallusstrasse,0,35.93798170860,1368
0,0,0,0,0,428.15780250000,430.55178250000,0,Dammstrasse,1,52.42321285220,1369
1,0,0,0,0,495.34873783000,489.12094259000,0,Geeringstrasse / HurdÃ¤ckerstrasse 10,0,49.25233343570,1370
1,0,0,0,0,466.49426000000,467.25831175000,0,Wachterweg,0,67.01217116210,1371
0,0,0,0,0,451.14926825000,450.76877750000,0,Waserstrasse,1,10.67344605100,1372
0,0,0,0,0,416.28073310000,415.80075625000,0,Rotachstrasse,1,64.45739124220,1373
0,0,0,0,0,477.44527042000,478.92923500000,0,StÃ¼ssistrasse,0,106.16528709800,1374
0,0,0,0,0,398.88789651000,400.86528727000,0,Eisenbahnerstrasse,0,192.75047631300,1375
0,0,0,0,0,404.68310762000,405.12187167000,0,RÃ¶ntgenplatz,0,29.97320772890,1376
0,0,0,0,0,410.45202688000,409.69477788000,0,Edelweissstrasse,0,111.07473101400,1377
1,0,0,0,0,429.22049500000,429.67403183000,0,SchÃ¶rliweg,0,70.25892880340,1378
1,0,0,0,0,445.93433580000,446.11398143000,0,HÃ¼rstholzstrasse,0,143.36092779100,1379
0,0,0,0,0,472.31270875000,476.89603333000,0,StÃ¼ssistrasse,0,117.43142774800,1380
0,FT,0,0,1,409.94648625000,409.20910500000,0,Bullingerplatz,0,33.27162583510,1381
1,0,0,0,0,449.75631500000,456.33962887000,0,Sonnenrain,0,83.55114683140,1382
0,0,0,0,0,432.85313250000,425.76624375000,0,Im Wyl,0,263.71169217900,1383
0,FT,0,0,1,437.96392333000,438.26418352000,0,Kurfirstenstrasse,0,139.60590037100,1384
1,0,0,0,0,414.99952423000,416.46692800000,0,Delphinstrasse,0,72.99816441350,1385
0,0,0,0,0,446.84405000000,446.98175631000,0,Staffelhof,0,3.85147224740,1386
1,0,0,0,0,423.21240313000,427.89907533000,0,Wickenweg,0,150.25938974900,1387
1,0,0,0,0,453.12487464000,455.35309480000,0,Immenweg,0,103.65933698700,1388
0,0,0,0,0,406.73382500000,408.57414600000,0,Malojaweg,0,107.66630010000,1389
0,0,TF,0,0,459.43015423000,464.35110333000,0,Seminarstrasse,1,141.40393998700,1390
0,FT,0,0,1,461.73174580000,461.92160200000,0,Veilchenstrasse,0,5.02563357373,1391
1,0,0,0,0,408.28649961000,409.14156700000,0,Campanellaweg,0,176.30975708600,1392
0,0,0,0,0,428.11640500000,439.14049000000,0,Kartausstrasse,1,120.10024100900,1393
1,0,0,0,0,455.07446100000,455.04689000000,0,Holderbachwiese,0,92.79604123820,1394
1,0,0,0,0,409.45880880000,409.90730655000,0,Zielackerstrasse,0,130.18526922600,1395
0,0,0,0,0,438.97847182000,440.21250839000,0,HÃ¼ttenkopfstrasse,1,49.57535554690,1396
0,0,0,0,0,476.17894712000,476.35359100000,0,Spelteriniweg,1,4.24469302730,1397
1,0,0,0,0,450.84676864000,451.48565750000,0,Emil-Spillmann-Weg,1,78.44566403480,1398
0,TF,0,1,0,476.17894712000,471.15466338000,0,Zeppelinstrasse,0,258.10185845300,1399
1,0,0,0,0,409.47644063000,410.16565225000,0,Stadelhoferstrasse,1,48.69083565550,1400
0,0,0,0,0,477.93276667000,482.96117104000,0,Frauentalweg,0,67.47890422660,1401
0,FT,0,0,1,440.13087583000,437.96392333000,0,Kurfirstenstrasse,0,96.48377350630,1402
1,0,0,0,0,440.09670842000,439.78190000000,0,Regina-KÃ¤gi-Hof,0,19.84734964790,1403
0,FT,0,0,1,409.46668205000,409.20910500000,0,Zypressenstrasse Ãœberquerung 95,0,7.48812265417,1404
0,0,0,0,0,402.34131500000,400.44112000000,0,Technoparkstrasse,1,51.49141666530,1405
1,0,0,0,0,480.55379600000,484.74242619000,0,Hirslanderstrasse,0,112.18223671000,1406
1,0,0,0,0,470.30897431000,465.58231500000,0,Tuschgenweg,0,103.92250328700,1407
1,FT,0,0,1,454.27273964000,457.74634000000,0,Veilchenstrasse,0,79.42910525900,1408
1,0,0,0,0,440.21250839000,441.51603000000,0,HÃ¼ttenkopfstrasse,1,21.19600663680,1409
1,0,0,0,0,454.96297750000,455.15465233000,0,Nettie-Sutro-Strasse,0,12.69920442480,1410
0,0,0,0,0,456.01024000000,453.56065875000,0,Maienstrasse,0,96.49506071510,1411
0,TF,0,1,0,427.17387500000,425.82071316000,0,Kyburgstrasse,0,61.81677008980,1412
0,0,0,0,0,416.28073310000,416.61362500000,0,Gertrudstrasse,0,71.05818085460,1413
0,0,0,0,0,434.37086667000,435.89308841000,0,Ahornstrasse,1,56.10811996240,1414
0,FT,0,0,1,408.50007636000,407.88117897000,0,Lintheschergasse,1,50.04671455080,1415
1,0,0,0,0,422.18759800000,423.21240313000,0,Wickenweg,0,120.08018338100,1416
0,0,0,0,0,460.78943542000,460.96262000000,0,Wissmannstrasse,0,6.99056781979,1417
1,0,0,0,0,469.26925845000,469.67718702000,0,Wachterweg,0,40.86508087900,1418
1,0,0,0,0,413.14599036000,414.64483917000,0,Stampfenbrunnenstrasse,1,35.93219509110,1419
0,0,0,0,0,415.80075625000,416.43096325000,0,Wiesendangerstrasse,0,91.54310050430,1420
0,0,0,0,0,418.67375000000,428.15780250000,0,Dammstrasse,1,200.17943802100,1421
1,FT,0,0,1,459.08164667000,461.73174580000,0,Veilchenstrasse,0,73.35830277270,1422
1,0,0,0,0,402.27529200000,402.92216075000,0,Technoparkstrasse / Hardturmstrasse / Giessereistrasse 20,0,54.44829137670,1423
